City of Origin,Destination City,Stopover City,Driving Distance (km),Vehicle Plate,Vehicle Type,Speed (km/h),Distance (km),Load Weight (tons),Fuel Consumption (L/100km),Traffic Congestion
Nairobi,Wau,Juba,1868.0,NAI-WAU-0783,Saloon,91.28273342444773,53.70852206094492,1.9077946752096957,8.449466232400663,Low
Bujumbura,Dar es Salaam,,1496.0,BUJ-DAR-0784,Hybrid,77.36520419439046,63.44225898954039,0.9608246255319064,8.82520979209687,High
Kampala,Kigali,,511.0,KAM-KIG-0785,SUV,85.03160511387459,122.10152043942783,2.0982774084729687,14.181447881627996,Low
Nairobi,Tanzania,Arusha,902.0,NAI-TAN-0786,Truck,77.86414891377504,728.575252793452,10.841276622593828,25.896558613391015,Low
Nairobi,Arusha,,274.0,NAI-ARU-0787,Coupe,76.0147338233726,13.152571320193598,1.094062419172748,14.024494419665878,Low
Bujumbura,Dar es Salaam,,1496.0,BUJ-DAR-0788,SUV,69.78114682889317,155.21577489187885,1.5829771377558144,18.349472056944037,High
Kigali,Bujumbura,,273.0,KIG-BUJ-0789,SUV,118.4814357629131,110.95679155761087,2.3101632481785437,18.68409523946934,Medium
Kigali,Butare,,125.0,KIG-BUT-0790,Saloon,105.5878278773711,137.49566718590688,0.5759337084036111,7.315134669542555,Low
Nairobi,Kampala,Kisumu,663.0,NAI-KAM-0791,Hybrid,74.43699196414062,104.29482613436296,0.5429786413664818,9.082766746187897,High
Bujumbura,Kisumu,,1064.0,BUJ-KIS-0792,Coupe,70.67815219534135,159.60067204836187,0.6677193872440459,8.40258003009232,Low
Nairobi,Bujumbura,,1281.0,NAI-BUJ-0793,Truck,69.41761104915767,378.3790901031383,19.738004133571494,28.162979937555534,High
Nairobi,Wau,Juba,1868.0,NAI-WAU-0794,Coupe,86.5143508622205,144.7933842804552,0.6257904030512536,17.04243291407565,Low
Nairobi,Dar es Salaam,Mombasa,1012.0,NAI-DAR-0795,Truck,58.73609852536882,484.9079939433436,10.505731038242288,26.391818569283462,High
Dar es Salaam,Kigali,,1444.0,DAR-KIG-0796,Hybrid,89.9418123796597,203.35571328720206,0.8364778382802893,6.582553497073938,Low
Bujumbura,Kisumu,,1064.0,BUJ-KIS-0797,Truck,80.86526561066184,751.2788941185279,10.953609212730036,26.750879591393378,Medium
Nairobi,Arusha,,274.0,NAI-ARU-0798,Saloon,70.24725673785375,263.792767528083,0.6252873720200282,8.6890075404643,Low
Kigali,Butare,,125.0,KIG-BUT-0799,Saloon,95.14810025518966,34.362277714740365,1.238803071071434,10.53685627743776,High
Dar es Salaam,Kigali,,1444.0,DAR-KIG-0800,Saloon,70.06407073932492,130.48024828929866,1.2949108803953493,8.290938867107066,Low
Kampala,Bujumbura,,720.0,KAM-BUJ-0801,Saloon,84.31975269701556,245.52105220399616,1.6402413946852386,8.23119923755019,Medium
Kampala,Kigali,,511.0,KAM-KIG-0802,Coupe,78.95496818448844,60.953129871533534,0.7332896716092446,12.084555814084826,Low
Nairobi,Dar es Salaam,Mombasa,1012.0,NAI-DAR-0803,Hybrid,80.78183301000072,23.603303719800497,0.5520090563390996,7.743373940607363,High
Nairobi,Dar es Salaam,Mombasa,1012.0,NAI-DAR-0804,Truck,74.85818460689902,235.4047400695378,16.415044812562517,23.897422069104493,High
Kigali,Bujumbura,,273.0,KIG-BUJ-0805,Truck,84.30430544067582,726.9829609866316,12.972872042813265,23.449906309448608,Medium
Kampala,Kigali,,511.0,KAM-KIG-0806,Saloon,74.67823832397387,87.34884385044164,1.5085757649375555,13.608517476386284,High
Kampala,Kigali,,511.0,KAM-KIG-0807,Saloon,90.38552785467303,250.81812522981784,1.0954882433112112,8.250535765670886,Low
Kampala,Kigali,,511.0,KAM-KIG-0808,SUV,104.27705684385552,212.21352731369925,3.8494478883019636,12.706439419817656,Low
Kampala,Kigali,,511.0,KAM-KIG-0809,Hybrid,44.87377808840036,248.2196309170632,0.734302261895899,11.918946957744367,Low
Kampala,Kigali,,511.0,KAM-KIG-0810,Coupe,128.63679595398685,160.82543974252752,1.091307554498397,13.778070502510847,High
Bujumbura,Kisumu,,1064.0,BUJ-KIS-0811,Truck,83.30507726889174,302.60766513364155,14.67681212484877,29.29084954049753,Low
Nairobi,Arusha,,274.0,NAI-ARU-0812,SUV,84.67142855216946,242.3689043406206,2.6559963362572954,15.64231816684536,Low
Kampala,Juba,,653.0,KAM-JUB-0813,SUV,111.03447168090696,140.68777010284077,4.770515635637045,16.890876537482296,Low
Nairobi,Bujumbura,,1281.0,NAI-BUJ-0814,Truck,81.1636606340015,489.33348484100816,17.795167014240633,20.24300596009201,Medium
Kigali,Bujumbura,,273.0,KIG-BUJ-0815,Coupe,119.1028254867721,17.626383226219637,1.367896051635435,17.91962747238643,High
Nairobi,Bujumbura,,1281.0,NAI-BUJ-0816,SUV,77.64404773060667,144.64335032860714,4.178771773503143,12.530263409202533,High
Nairobi,Dar es Salaam,Mombasa,1012.0,NAI-DAR-0817,SUV,111.9337429903322,96.27916647086451,1.9408431873277538,19.791515551006157,High
Dar es Salaam,Kigali,,1444.0,DAR-KIG-0818,Hybrid,80.43033389620028,213.25293386294868,0.986494066027277,9.73538624664423,Medium
Nairobi,Wau,Juba,1868.0,NAI-WAU-0819,Coupe,105.65450963851583,124.59852282335993,1.1190389514452659,13.753591731290985,High
Bujumbura,Kisumu,,1064.0,BUJ-KIS-0820,SUV,85.74374215815996,174.1652124712461,4.190034658196208,12.262724300031863,Medium
Nairobi,Kigali (via Arusha),Arusha,1354.0,NAI-KIG-0821,Coupe,111.54125836926485,54.33323630337206,1.0503962039453447,15.470782671290289,Medium
Juba,Wau,,647.0,JUB-WAU-0822,Truck,50.93569444532696,141.9603106029158,11.309737429941741,29.089954509065382,High
Dar es Salaam,Kigali,,1444.0,DAR-KIG-0823,Saloon,100.96678437354413,32.599109945918826,1.6012268885624694,9.730549167600417,Low
Bujumbura,Dar es Salaam,,1496.0,BUJ-DAR-0824,SUV,88.71170219517136,467.9867974305045,2.661900266575459,14.65336933939486,Low
Nairobi,Arusha,,274.0,NAI-ARU-0825,Hybrid,40.82094488564087,29.583692801161206,0.887887386702176,5.194965685747521,High
Nairobi,Dar es Salaam,Mombasa,1012.0,NAI-DAR-0826,Truck,71.56876630241254,398.4788497611358,15.48145202728022,22.61970778844494,High
Dar es Salaam,Kigali,,1444.0,DAR-KIG-0827,Coupe,87.75592176619696,136.12665022201776,1.4583632683564798,8.504167736022092,Medium
Nairobi,Wau,Juba,1868.0,NAI-WAU-0828,Truck,84.5192160427633,503.8168409178459,15.639195667556237,27.504178028116407,High
Juba,Wau,,647.0,JUB-WAU-0829,SUV,64.163645154251,90.4445832812723,3.6031920198068015,13.409585714355583,Medium
Nairobi,Bujumbura,,1281.0,NAI-BUJ-0830,Coupe,125.03608399466084,87.25220209829973,0.4719377504431693,15.14718833502036,High
Bujumbura,Dar es Salaam,,1496.0,BUJ-DAR-0831,Saloon,67.60120528646058,167.1316860596501,1.546749178257755,14.202112889616563,Low
Nairobi,Kampala,Kisumu,663.0,NAI-KAM-0832,Truck,79.6095597400838,573.4527475109069,16.796331823951434,34.1888696604813,Low
Juba,Wau,,647.0,JUB-WAU-0833,SUV,77.74944584979217,50.500442388284334,2.4518409578936953,12.178913796267441,High
Nairobi,Arusha,,274.0,NAI-ARU-0834,Hybrid,79.7100751068399,162.09078394372696,1.3901920740570857,5.113704102466176,Medium
Nairobi,Kampala,Kisumu,663.0,NAI-KAM-0835,Coupe,113.72668326703885,71.47077837224339,1.0980671868079572,13.565784285021532,Low
Nairobi,Kigali (via Arusha),Arusha,1354.0,NAI-KIG-0836,Truck,57.13654627139536,194.20338697287542,10.94418897660481,32.472774996683356,Medium
Nairobi,Kampala,Kisumu,663.0,NAI-KAM-0837,Truck,85.9198771040779,554.8516327350097,11.034341148604835,26.03040825332361,High
Bujumbura,Gitega,,98.9,BUJ-GIT-0838,Saloon,93.73635200630943,238.34984752281906,0.6773279334366329,7.000245750763059,High
Kigali,Butare,,125.0,KIG-BUT-0839,Saloon,92.7282227528363,119.84692927613757,0.8817219974273904,7.1031797583162035,Low
Dar es Salaam,Kigali,,1444.0,DAR-KIG-0840,Hybrid,72.41796440568999,214.27617650223561,1.9364474694088818,8.960214654293026,High
Kigali,Butare,,125.0,KIG-BUT-0841,Hybrid,70.86767966439365,30.413532517417863,1.3233092023138997,7.659853552757762,Low
Bujumbura,Kisumu,,1064.0,BUJ-KIS-0842,SUV,96.42811685301461,224.92685654444603,2.3410469320762837,10.949652752283765,Medium
Nairobi,Kigali (via Kampala),Kampala,1172.0,NAI-KIG-0843,SUV,78.89510667533375,93.49017542948852,2.1191393278839437,19.873361585795458,Low
Nairobi,Wau,Juba,1868.0,NAI-WAU-0844,Hybrid,66.64621341439712,137.64922396120397,1.810427793105823,11.968982303434814,Low
Bujumbura,Dar es Salaam,,1496.0,BUJ-DAR-0845,Hybrid,74.96286696068088,204.9937170506012,0.9904115365050129,7.140207702131038,Medium
Bujumbura,Dar es Salaam,,1496.0,BUJ-DAR-0846,Coupe,94.16222325967361,137.77637990799332,1.1186300271061185,11.152394346494507,Low
Nairobi,Bujumbura,,1281.0,NAI-BUJ-0847,Saloon,57.99259544819772,197.0709518103424,0.6924887932831467,11.62794006583464,Low
Bujumbura,Dar es Salaam,,1496.0,BUJ-DAR-0848,SUV,101.60532768337853,365.2751733775032,4.137152387308589,18.728594215656646,High
Bujumbura,Dar es Salaam,,1496.0,BUJ-DAR-0849,Saloon,79.9975395178873,224.46977306827992,1.4287591030487552,8.49311951838146,Medium
Kampala,Kigali,,511.0,KAM-KIG-0850,Saloon,51.54137869216449,99.67158798954145,1.1645505595064292,11.93684755542925,Low
Nairobi,Wau,Juba,1868.0,NAI-WAU-0851,Hybrid,90.99755983019233,57.09897200947975,0.6883246848477156,11.744359632320293,Medium
Nairobi,Tanzania,Arusha,902.0,NAI-TAN-0852,Coupe,76.48267356258442,100.91330332036594,1.0026764745519623,13.413744209074382,Medium
Nairobi,Dar es Salaam,Mombasa,1012.0,NAI-DAR-0853,Truck,44.30160785164716,139.91883980253357,11.054834274610357,28.783815258089188,Low
Nairobi,Arusha,,274.0,NAI-ARU-0854,Coupe,102.66069325805927,54.41075048698141,1.0653289702147097,16.200675020556496,High
Juba,Wau,,647.0,JUB-WAU-0855,Coupe,72.49473759079562,104.64468927412805,1.1271724945232282,10.52311927069687,Medium
Kampala,Juba,,653.0,KAM-JUB-0856,Saloon,68.46625431758895,191.81861283702747,1.8469029401656054,13.479395362423194,Low
Nairobi,Wau,Juba,1868.0,NAI-WAU-0857,Coupe,104.98781314597501,148.74212637387734,0.7377869642493584,14.409655280987577,Medium
Nairobi,Tanzania,Arusha,902.0,NAI-TAN-0858,SUV,87.97089546765342,135.4712614059024,3.9560839585704,15.56464637348822,High
Kampala,Kigali,,511.0,KAM-KIG-0859,Saloon,71.51729491721548,275.1749732220166,0.5314011767400999,9.526185209995969,High
Kigali,Butare,,125.0,KIG-BUT-0860,SUV,63.412883866658795,394.93729229973223,3.957376089398274,13.31352218736317,High
Dar es Salaam,Kigali,,1444.0,DAR-KIG-0861,Truck,73.78314511035364,377.1560583371649,17.562537914224343,26.812754941050592,Low
Bujumbura,Dar es Salaam,,1496.0,BUJ-DAR-0862,Saloon,74.73678366989994,281.7243763367243,0.8763186498360503,7.963578719972523,Low
Bujumbura,Kisumu,,1064.0,BUJ-KIS-0863,Truck,69.2271556629729,778.5252685989252,13.778392137271867,20.930551454431722,High
Kampala,Juba,,653.0,KAM-JUB-0864,Saloon,70.35831603857405,161.66086320947636,0.7428845099483206,12.264817744451936,Low
Juba,Wau,,647.0,JUB-WAU-0865,Hybrid,99.86496334061204,118.41747423554652,1.032092835095319,7.804929167841267,High
Nairobi,Arusha,,274.0,NAI-ARU-0866,Coupe,76.90877070371207,177.8219842709825,0.7977907866256224,11.872744114248412,Low
Kigali,Butare,,125.0,KIG-BUT-0867,Hybrid,79.58141637582847,116.08802102346965,1.472350203211769,5.430124030915513,High
Kampala,Juba,,653.0,KAM-JUB-0868,Truck,80.68616718611136,758.3527670155818,16.48765386159386,34.31848893288216,Medium
Kigali,Butare,,125.0,KIG-BUT-0869,Coupe,79.08593886219779,100.7090760012672,1.0221680807345366,13.817366474211866,High
Kigali,Bujumbura,,273.0,KIG-BUJ-0870,Saloon,74.08770674534259,114.66363462255319,0.6902360338256281,10.133939604498226,High
Nairobi,Dar es Salaam,Mombasa,1012.0,NAI-DAR-0871,Coupe,79.7596489063291,149.52947853352148,0.550597122593508,8.585653052845338,Low
Juba,Wau,,647.0,JUB-WAU-0872,SUV,93.14196826903407,317.8533797237307,4.551695714481769,15.769816124176819,Low
Nairobi,Kigali (via Arusha),Arusha,1354.0,NAI-KIG-0873,Coupe,90.72885122340674,162.5722574900009,0.9483346718249053,8.792802846311918,Low
Kigali,Bujumbura,,273.0,KIG-BUJ-0874,SUV,93.9510336187948,458.60834543974806,2.887094189243772,12.963258018998001,Low
Kampala,Kigali,,511.0,KAM-KIG-0875,Coupe,78.6081674210812,38.77464916771789,0.8193257812101826,13.956798241615296,Low
Kampala,Kigali,,511.0,KAM-KIG-0876,SUV,64.8369243101761,472.8058650613246,4.142967661058186,15.866239182836626,Low
Kigali,Butare,,125.0,KIG-BUT-0877,Truck,81.42193354694953,156.1307297684793,14.768388777331243,29.45139690292495,Medium
Kigali,Bujumbura,,273.0,KIG-BUJ-0878,Hybrid,89.71917436709735,198.03269441182425,0.9156038745700994,11.586161186914431,High
Nairobi,Kigali (via Arusha),Arusha,1354.0,NAI-KIG-0879,Saloon,57.46075048585222,265.0374132139226,1.9564103744069279,8.417228185781005,High
Nairobi,Kigali (via Kampala),Kampala,1172.0,NAI-KIG-0880,Coupe,113.32396385222711,17.654248567819707,0.7865073901669859,13.16283299197674,High
Nairobi,Kigali (via Arusha),Arusha,1354.0,NAI-KIG-0881,Hybrid,74.83871355457805,234.62493957965427,1.508376030941292,8.36894565853466,Medium
Nairobi,Tanzania,Arusha,902.0,NAI-TAN-0882,Saloon,98.58050217595336,286.1491898672345,0.5330992230234363,14.86017017804831,High
Nairobi,Tanzania,Arusha,902.0,NAI-TAN-0883,Saloon,55.16792834382082,248.02829819525317,0.9205021288271187,8.057437262030973,Medium
Kampala,Bujumbura,,720.0,KAM-BUJ-0884,SUV,86.3913383828301,339.78046075142606,2.8333314575821626,10.545654082826989,Medium
Nairobi,Arusha,,274.0,NAI-ARU-0885,Truck,69.97305698293583,731.6822932774724,13.832153659472517,23.244991664462404,Medium
Nairobi,Kampala,Kisumu,663.0,NAI-KAM-0886,Truck,62.12886729664077,133.8538977341466,18.20487584480275,32.3951121642528,High
Nairobi,Bujumbura,,1281.0,NAI-BUJ-0887,Hybrid,75.2800278057777,94.74469334521348,1.699675046668675,8.88280917351857,Medium
Nairobi,Kigali (via Arusha),Arusha,1354.0,NAI-KIG-0888,Truck,81.29661542750081,542.0211548081145,17.844054732127972,28.9784448982664,High
Nairobi,Kigali (via Kampala),Kampala,1172.0,NAI-KIG-0889,Coupe,94.84846409293998,192.00971338596614,0.9493365898546136,14.050895185405384,High
Juba,Wau,,647.0,JUB-WAU-0890,Truck,51.024381970737466,537.9555525990936,15.716076494829439,22.772575969205374,Low
Bujumbura,Gitega,,98.9,BUJ-GIT-0891,Hybrid,43.575225841188626,155.04623673154506,1.6455384040254808,8.663809596454058,Low
Nairobi,Kampala,Kisumu,663.0,NAI-KAM-0892,Truck,51.338631265982286,566.5653836851245,10.801057266096022,26.62750557202932,Medium
Juba,Wau,,647.0,JUB-WAU-0893,Coupe,79.8020055039052,45.04721970137784,0.5427527389898443,11.867070570439779,Medium
Bujumbura,Kisumu,,1064.0,BUJ-KIS-0894,SUV,63.06901233722386,229.00704841809417,3.290976064901453,14.832942849663251,High
Nairobi,Tanzania,Arusha,902.0,NAI-TAN-0895,Hybrid,62.96704602418244,211.3951859369806,0.7179900386307562,8.539877206469619,Medium
Kampala,Kigali,,511.0,KAM-KIG-0896,SUV,63.72248501739326,82.02005549505938,3.508530473869837,15.66018424887821,Medium
Bujumbura,Gitega,,98.9,BUJ-GIT-0897,SUV,112.68201077066742,301.04315404703294,4.859268571416976,10.486948483999297,High
Kigali,Butare,,125.0,KIG-BUT-0898,SUV,65.88046108684446,69.82963770667163,2.14846897616739,15.41270110941678,Medium
Kampala,Kigali,,511.0,KAM-KIG-0899,Saloon,88.73433088564568,32.76384422562727,1.9189563347683989,13.73732301320305,Medium
Kampala,Kigali,,511.0,KAM-KIG-0900,Saloon,67.79674892942559,41.61250846341103,0.754830609828586,8.015555310039781,High
Nairobi,Kampala,Kisumu,663.0,NAI-KAM-0901,SUV,67.39702675793681,283.3527598995803,2.360466048726901,13.581397165291445,High
Kampala,Bujumbura,,720.0,KAM-BUJ-0902,Hybrid,99.37032000305935,174.23541974208274,1.923471000570502,5.997895885231809,Low
Nairobi,Kigali (via Kampala),Kampala,1172.0,NAI-KIG-0903,Coupe,92.92836848995415,115.39904262364732,0.3921096742664856,8.041874436279578,High
Kampala,Kigali,,511.0,KAM-KIG-0904,Coupe,110.22606002781505,131.94570819227272,0.7929465719995341,12.896440760320326,Low
Nairobi,Kampala,Kisumu,663.0,NAI-KAM-0905,Truck,60.772150029604475,116.8035313914222,13.353716062174623,22.656233830959348,Medium
Bujumbura,Dar es Salaam,,1496.0,BUJ-DAR-0906,Hybrid,45.905451346082124,239.61290413344395,1.3990395875632484,10.100593989656218,High
Kigali,Bujumbura,,273.0,KIG-BUJ-0907,Saloon,68.92182459596705,130.08119625832427,0.8553859908450852,7.775725367723398,High
Kigali,Butare,,125.0,KIG-BUT-0908,SUV,70.74189824649503,408.88132038341865,3.8714103181432153,15.46928875985477,High
Nairobi,Kampala,Kisumu,663.0,NAI-KAM-0909,Truck,63.75449364333841,745.7039985592871,10.727349477786683,24.20901219856874,Medium
Bujumbura,Gitega,,98.9,BUJ-GIT-0910,Coupe,90.99627121424284,158.6609043204297,1.4910175441943656,10.40670514757153,Low
Nairobi,Tanzania,Arusha,902.0,NAI-TAN-0911,Saloon,102.45844004822484,252.57437292090157,0.8369860964626499,10.194660641593781,Medium
Bujumbura,Dar es Salaam,,1496.0,BUJ-DAR-0912,Saloon,74.58037215755115,293.90178718743635,0.7713378520683475,13.393263768838256,Medium
Bujumbura,Dar es Salaam,,1496.0,BUJ-DAR-0913,SUV,80.0515628503866,378.89165559927216,2.97003851503482,15.7835976311654,High
Kigali,Bujumbura,,273.0,KIG-BUJ-0914,Coupe,119.95670639956786,162.791457346938,1.3397078202476402,8.59617325344659,Low
Kampala,Juba,,653.0,KAM-JUB-0915,Hybrid,81.5230331823847,43.59697041322309,1.1237278520276166,8.84011890538282,Medium
Nairobi,Dar es Salaam,Mombasa,1012.0,NAI-DAR-0916,Saloon,74.16436908480985,165.49126922484209,1.9947894631979288,8.081738509702838,High
Kampala,Bujumbura,,720.0,KAM-BUJ-0917,SUV,100.52736272018554,228.20043487352686,1.9655342961756508,11.587367633743096,Medium
Nairobi,Kigali (via Arusha),Arusha,1354.0,NAI-KIG-0918,Hybrid,96.95638637473701,221.10435921082288,1.8605629406225328,11.940729430791706,Medium
Nairobi,Bujumbura,,1281.0,NAI-BUJ-0919,Coupe,82.49892340051107,77.53347409917173,1.10306283590984,12.838025398606472,High
Nairobi,Arusha,,274.0,NAI-ARU-0920,Saloon,75.10337200270001,120.18714981396606,1.3906709479151784,11.604747429120657,High
Bujumbura,Dar es Salaam,,1496.0,BUJ-DAR-0921,Hybrid,49.687470043854404,123.21756100442538,1.3302076643147749,8.992008571119733,Low
Dar es Salaam,Kigali,,1444.0,DAR-KIG-0922,Hybrid,52.60643157474111,188.14513414054883,0.5377986422316045,7.483822988802139,Medium
Bujumbura,Gitega,,98.9,BUJ-GIT-0923,Hybrid,86.81275891213801,145.33430105329657,0.8917436487662904,9.864671835401335,High
Bujumbura,Dar es Salaam,,1496.0,BUJ-DAR-0924,Saloon,84.0434566493644,242.94821064778841,1.602537779284735,11.880863376289877,High
Nairobi,Tanzania,Arusha,902.0,NAI-TAN-0925,Saloon,79.29066051864885,57.29099518690656,0.8919995268280756,10.352795783336681,Low
Nairobi,Kigali (via Arusha),Arusha,1354.0,NAI-KIG-0926,Truck,69.96496435031943,459.59549865071335,12.881845259595295,20.09696536684566,Low
Kampala,Juba,,653.0,KAM-JUB-0927,Coupe,99.77435331404884,64.26893782682619,1.181529960852642,8.239462652704836,High
Kampala,Kigali,,511.0,KAM-KIG-0928,SUV,95.08966867834745,473.6634068777294,2.1104324348902486,14.716494907505954,Low
Bujumbura,Kisumu,,1064.0,BUJ-KIS-0929,Hybrid,45.48531950902829,160.16365894272462,1.3257975208943384,7.851558669489826,High
Nairobi,Dar es Salaam,Mombasa,1012.0,NAI-DAR-0930,Truck,66.06885107368706,727.6022609283071,11.96294302311067,20.33846767558021,Medium
Kampala,Bujumbura,,720.0,KAM-BUJ-0931,SUV,111.69989308194606,309.7026870745579,4.617304594116448,15.969452234131726,Low
Nairobi,Kigali (via Arusha),Arusha,1354.0,NAI-KIG-0932,Truck,80.50805449798511,400.77135434860355,17.49859931288269,33.695622003347836,Medium
Nairobi,Arusha,,274.0,NAI-ARU-0933,Saloon,84.32737782333237,70.61984215746628,0.9031964225452973,8.589156615179245,Medium
Bujumbura,Gitega,,98.9,BUJ-GIT-0934,Hybrid,54.81142165574397,83.53970784424872,1.3327006801297827,9.11594140624683,Medium
Nairobi,Kigali (via Arusha),Arusha,1354.0,NAI-KIG-0935,SUV,85.58998483451167,326.93935091937595,1.7855122396397807,10.877882370581599,High
Kampala,Kigali,,511.0,KAM-KIG-0936,SUV,70.30976762145951,283.13487411815515,2.2489813754440977,12.832844034925774,Medium
Nairobi,Arusha,,274.0,NAI-ARU-0937,SUV,84.01877017037964,415.3397558046709,1.5485174756950104,16.493788202366225,Medium
Kampala,Juba,,653.0,KAM-JUB-0938,SUV,100.13259186244112,409.39510116048643,4.764635286711096,10.201378489492898,Medium
Kampala,Bujumbura,,720.0,KAM-BUJ-0939,SUV,69.22702233079298,448.7770823251969,3.104814967654554,15.645906389334634,High
Nairobi,Wau,Juba,1868.0,NAI-WAU-0940,Truck,73.15136018615738,575.3466231469462,19.317404033165083,34.95424126117504,Medium
Nairobi,Dar es Salaam,Mombasa,1012.0,NAI-DAR-0941,Hybrid,83.20944765585642,78.9330902092362,1.8196286034415154,5.3445464017853315,Medium
Bujumbura,Gitega,,98.9,BUJ-GIT-0942,Saloon,63.86485117246977,271.26800088984015,0.8842872716590324,8.765208476973989,Low
Kampala,Juba,,653.0,KAM-JUB-0943,Saloon,58.287517588414836,260.5512921411366,1.2500873887866302,12.399145624433238,High
Nairobi,Kigali (via Kampala),Kampala,1172.0,NAI-KIG-0944,Saloon,64.34398304450178,232.25131788314062,1.6400083174431477,9.500784199266402,Medium
Kampala,Juba,,653.0,KAM-JUB-0945,Saloon,74.64095798061697,78.71327768045623,1.9648415349843564,12.164820616467292,Low
Nairobi,Tanzania,Arusha,902.0,NAI-TAN-0946,Truck,86.72719403577577,312.3698805403932,17.818909129968898,31.48787965827113,High
Nairobi,Kigali (via Arusha),Arusha,1354.0,NAI-KIG-0947,Coupe,111.4993391119925,193.47140530069208,0.7722664033275786,9.307173235897572,High
Kigali,Bujumbura,,273.0,KIG-BUJ-0948,Hybrid,80.30253155464365,185.03435211452947,1.362590860188222,6.4477252519337735,High
Dar es Salaam,Kigali,,1444.0,DAR-KIG-0949,SUV,90.26735650016133,190.48538145610823,2.996132848583412,16.45218575844664,High
Kigali,Butare,,125.0,KIG-BUT-0950,Coupe,114.71288456145007,54.12269127125519,0.786390432776344,10.691615709916292,High
Juba,Wau,,647.0,JUB-WAU-0951,Saloon,61.91789683171215,239.34842159883473,1.8638790416554887,9.961857485476614,High
Kigali,Butare,,125.0,KIG-BUT-0952,Coupe,115.07673546242602,180.4291049792381,1.3153490526362779,9.828133885392258,Medium
Nairobi,Dar es Salaam,Mombasa,1012.0,NAI-DAR-0953,Hybrid,97.37751289080168,100.40234570307099,1.0088609917607545,5.437019290944463,Medium
Bujumbura,Dar es Salaam,,1496.0,BUJ-DAR-0954,SUV,89.17041924629298,99.05612703841791,2.369889373245991,13.169426217672815,Medium
Bujumbura,Dar es Salaam,,1496.0,BUJ-DAR-0955,SUV,108.52957940950104,443.9698926781534,2.558632111115144,18.58698121244574,Medium
Kampala,Juba,,653.0,KAM-JUB-0956,Hybrid,91.43385624218746,193.51622809236966,0.7200426710227723,9.832259928305103,Low
Nairobi,Bujumbura,,1281.0,NAI-BUJ-0957,Hybrid,96.70144387483413,173.8097149041177,0.9974252736617509,8.504055222015818,Medium
Nairobi,Wau,Juba,1868.0,NAI-WAU-0958,Saloon,88.74350260106323,162.959714443981,0.6799294125964548,9.496512357216165,High
Juba,Wau,,647.0,JUB-WAU-0959,SUV,108.14376183321795,437.63812074298284,1.9805501145044957,19.523867523987246,Medium
Nairobi,Wau,Juba,1868.0,NAI-WAU-0960,Coupe,89.72935707091656,135.8396103588368,1.2021901751480173,16.119462346378832,Medium
Kigali,Bujumbura,,273.0,KIG-BUJ-0961,Truck,87.2874851112965,319.0436836201758,18.585064545515543,21.975303551543107,High
Kigali,Bujumbura,,273.0,KIG-BUJ-0962,Truck,75.25204531767963,619.3844106597901,16.777232412013205,23.784721042027293,Medium
Kigali,Bujumbura,,273.0,KIG-BUJ-0963,Hybrid,92.3825888209122,50.5260312088948,0.5804521872812463,10.022254934283385,Medium
Kampala,Juba,,653.0,KAM-JUB-0964,Saloon,78.52854291396402,257.7474455884293,1.0750957115873885,8.346228708061702,Medium
Nairobi,Kigali (via Kampala),Kampala,1172.0,NAI-KIG-0965,Truck,81.82210962349349,484.23674214805015,11.891957923903549,30.805759978796686,Low
Nairobi,Bujumbura,,1281.0,NAI-BUJ-0966,SUV,90.66681830937003,321.94084200814393,3.1131441837230365,18.287089838180066,Medium
Kampala,Juba,,653.0,KAM-JUB-0967,Hybrid,89.77376294098299,180.25331723785268,0.6581020660946935,10.871977033328482,High
Nairobi,Kigali (via Kampala),Kampala,1172.0,NAI-KIG-0968,Coupe,110.26077883197459,142.4345915408169,0.7355794084846459,16.792795561570067,High
Kigali,Butare,,125.0,KIG-BUT-0969,Hybrid,83.52229601409144,37.021711967006674,1.111667051609244,11.204662533720992,Medium
Nairobi,Kigali (via Kampala),Kampala,1172.0,NAI-KIG-0970,Coupe,72.83180210184274,192.6691577319894,1.1149950819834753,14.313759776433766,Medium
Nairobi,Bujumbura,,1281.0,NAI-BUJ-0971,Hybrid,56.23355538927949,69.7100292974025,1.9130873292328932,7.08790717963886,Medium
Nairobi,Kampala,Kisumu,663.0,NAI-KAM-0972,Hybrid,86.53031780313997,104.349231569699,0.7088811061770559,5.075007083867512,High
Bujumbura,Gitega,,98.9,BUJ-GIT-0973,Hybrid,72.65544022091504,244.18691645174385,1.0537042907138068,7.500346337951314,High
Nairobi,Bujumbura,,1281.0,NAI-BUJ-0974,Coupe,90.64549707096653,108.9033290879231,0.8287978601091521,16.799146267270146,Low
Bujumbura,Dar es Salaam,,1496.0,BUJ-DAR-0975,Coupe,100.33124750340941,106.47398925582807,0.4660459136646679,17.827395409103858,Low
Kampala,Kigali,,511.0,KAM-KIG-0976,Hybrid,54.99837345212978,27.60737619030464,1.4947193734628132,9.16756459109811,Low
Juba,Wau,,647.0,JUB-WAU-0977,Truck,60.75728269963729,395.5345637164746,17.850639210464312,22.935689601494737,High
Nairobi,Wau,Juba,1868.0,NAI-WAU-0978,Saloon,99.21519913669339,201.6491918906051,1.1284546606692865,10.664228932670948,Low
Nairobi,Kampala,Kisumu,663.0,NAI-KAM-0979,Saloon,65.39883243116574,230.59201315515296,1.2693121134579015,9.566836341998748,Medium
